account_number,prop_state,prop_zip,unpaid_balance,interest_rate,loan_type,origination_date,ltv,unique_id,prepayment_score,refinance_score,purchase_score,heloc_score,borrower_persona,new_product_description_refi,new_pi_savings_mo_refi,new_cashout_refi,new_product_description_co,new_pi_savings_mo_co,new_cashout_co,new_product_description_pf,new_pi_savings_mo_pf,new_cashout_pf,new_product_description_pc,new_pi_savings_mo_pc,new_cashout_pc
1440042131,CT,6489,100000,3,C,2/27/2017,40,885,100,600,800,200,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042149,CA,95835,300000,4,C,3/3/2017,0,886,900,200,400,300,Upgrader,30 YR FIXED CONFORMING,450,-1,,,,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,250,50000
1440042172,TX,78542,50000,5,C,2/13/2017,40,887,100,400,900,500,Downsizer,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,200,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042198,AL,36301,50000,3,C,3/8/2017,20,888,0,300,500,300,Conservative,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,250,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042214,FL,33145,100000,3,C,3/8/2017,20,889,700,100,400,400,Conservative,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042222,MS,39047,150000,3,C,3/13/2017,40,890,300,100,800,200,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,100,200000
1440042263,GA,30288,150000,4,C,3/13/2017,100,891,700,100,300,800,Downsizer,,,,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042271,TX,77515,200000,4,C,2/27/2017,60,892,500,100,300,900,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1440042289,TX,78214,0,4,C,2/23/2017,60,893,500,400,100,400,Refinancer,20 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042305,GA,30060,50000,3,C,3/15/2017,60,894,800,0,400,0,Downsizer,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042321,GA,30008,50000,4,C,3/15/2017,60,895,700,200,600,100,Upgrader,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042339,UT,84105,100000,4,C,3/13/2017,40,896,700,200,100,0,Downsizer,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,400,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042347,NJ,7446,150000,4,C,3/17/2017,0,897,600,600,700,300,Downsizer,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042362,PA,18330,50000,3,C,3/21/2017,20,898,600,600,200,300,Conservative,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042370,WV,25314,100000,3,C,3/21/2017,60,899,100,900,100,300,Downsizer,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042388,NE,68739,150000,3,C,3/24/2017,60,900,300,500,800,800,Conservative,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042446,IL,60643,150000,4,C,3/29/2017,20,901,500,700,300,800,Downsizer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042453,PA,17601,100000,3,C,3/31/2017,0,902,500,900,500,700,Downsizer,20 YR FIXED CONFORMING,400,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042461,NC,27560,100000,3,C,3/28/2017,40,903,0,900,600,0,Refinancer,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042479,TX,78245,100000,4,C,3/28/2017,60,904,400,900,600,900,Investor,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042636,CA,92866,50000,3,C,4/4/2017,0,905,200,800,0,900,Investor,15 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042685,VA,24459,50000,3,C,4/24/2017,0,906,0,700,0,500,Downsizer,20 YR FIXED CONFORMING,300,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042693,NV,89011,200000,3,C,4/14/2017,0,907,600,300,400,200,Investor,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,300,150000
1440042701,IL,60610,100000,4,C,4/21/2017,40,908,700,600,100,900,Refinancer,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042743,MA,1540,150000,3,C,4/26/2017,60,909,600,800,400,300,Investor,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,300,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042750,AL,35475,100000,4,C,4/27/2017,0,910,800,100,0,600,Investor,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042776,KY,40299,100000,4,C,4/28/2017,60,911,500,700,900,100,Investor,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042818,CA,93230,150000,3,C,5/25/2017,80,912,100,600,900,500,Downsizer,15 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440042826,IN,46158,100000,4,C,5/24/2017,80,913,700,600,700,300,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042909,NC,27537,50000,3,C,6/15/2017,40,914,900,300,700,300,Upgrader,15 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042917,FL,33626,100000,4,C,6/9/2017,60,915,700,800,400,900,Upgrader,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042925,MD,21234,50000,3,C,6/14/2017,40,916,0,900,100,0,Upgrader,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,250,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042941,KS,66018,200000,4,C,4/17/2017,60,917,900,900,0,100,Refinancer,30 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1440042966,CA,91780,250000,2,C,5/22/2017,20,918,0,200,100,800,Investor,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,500,100000,30 YR FIXED CONFORMING,500,100000
1440042982,VA,24521,100000,4,C,6/23/2017,80,919,0,600,0,0,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440042990,MN,55330,100000,3,C,6/23/2017,40,920,200,0,900,100,Investor,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043022,TX,78247,100000,4,C,5/22/2017,40,921,0,800,900,900,Upgrader,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043089,FL,33409,200000,3,C,6/27/2017,60,922,500,100,900,700,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,400,150000,30 YR FIXED CONFORMING,500,150000
1440043097,TX,76017,50000,3,C,6/30/2017,20,923,400,800,0,0,Downsizer,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043105,TX,77584,100000,4,C,6/30/2017,40,924,100,800,400,300,Downsizer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043113,GA,30046,100000,4,C,7/10/2017,60,925,800,800,700,500,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043121,FL,34986,0,4,C,7/11/2017,0,926,600,800,800,600,Downsizer,10 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043279,AZ,85379,100000,3,C,8/7/2017,40,927,600,400,600,0,Refinancer,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,350,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043287,VA,23011,100000,3,C,8/11/2017,40,928,700,800,200,100,Investor,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,100,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043378,GA,30087,100000,5,C,8/18/2017,60,929,300,400,100,300,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043386,CA,95320,100000,3,C,8/23/2017,40,930,900,600,500,500,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043394,ME,4259,200000,3,C,8/22/2017,60,931,800,700,600,500,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,50,150000,30 YR FIXED CONFORMING,350,150000
1440043410,FL,32818,100000,4,C,8/24/2017,60,932,0,500,300,800,Investor,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043592,TX,77358,200000,4,C,7/31/2017,60,933,800,0,800,600,Downsizer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1440043600,MT,59871,200000,4,C,6/21/2017,60,934,300,300,600,0,Refinancer,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,150,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1440043618,ME,4236,0,3,C,8/30/2017,20,935,300,300,0,400,Conservative,15 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,200,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043634,NJ,7030,300000,3,C,8/30/2017,40,936,100,100,600,0,Conservative,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,200000,30 YR FIXED FHA,500,50000,30 YR FIXED CONFORMING,500,50000
1440043642,RI,2882,250000,3,C,8/31/2017,20,937,300,0,400,300,Investor,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,500,100000,30 YR FIXED CONFORMING,500,100000
1440043659,FL,33428,200000,3,C,8/29/2017,40,938,600,300,300,700,Conservative,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,100,150000,30 YR FIXED CONFORMING,400,150000
1440043667,OR,97068,200000,3,C,8/30/2017,20,939,400,300,700,400,Conservative,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,150,200000,30 YR FIXED FHA,100,150000,30 YR FIXED CONFORMING,400,150000
1440043683,OH,45429,50000,3,C,8/30/2017,20,940,400,600,300,600,Downsizer,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043691,AZ,85225,100000,3,C,9/1/2017,40,941,500,100,100,600,Downsizer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043709,OH,44201,100000,3,C,8/31/2017,40,942,300,500,400,800,Conservative,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,200,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043725,TX,75211,50000,4,C,8/14/2017,60,943,700,700,0,700,Conservative,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043733,MS,38843,50000,4,C,8/31/2017,60,944,400,100,300,400,Refinancer,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043758,ID,83843,50000,3,C,8/29/2017,20,945,300,500,700,200,Refinancer,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043774,FL,32226,250000,3,C,8/31/2017,80,946,400,100,300,500,Upgrader,15 YR FIXED FHA,500,-1,,,,30 YR FIXED FHA,500,100000,30 YR FIXED CONFORMING,500,100000
1440043873,MO,65360,50000,4,C,8/4/2017,60,947,300,400,200,800,Refinancer,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440043881,MI,48173,100000,3,C,9/7/2017,20,948,600,400,900,400,Conservative,10 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,150000,30 YR FIXED FHA,250,250000,30 YR FIXED CONFORMING,500,250000
1440043899,FL,32958,50000,4,C,9/8/2017,40,949,500,400,100,800,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044087,FL,32656,100000,4,C,8/31/2017,60,950,800,500,200,700,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044145,SC,29646,100000,2,C,9/12/2017,40,951,300,300,800,200,Upgrader,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044152,AL,35242,100000,3,C,9/18/2017,20,952,300,300,800,400,Investor,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,350,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044194,IN,47353,100000,4,C,9/8/2017,80,953,400,900,900,400,Investor,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044202,GA,30062,50000,4,C,9/13/2017,20,954,400,900,900,100,Upgrader,15 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,50,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044251,GA,30141,100000,3,C,9/15/2017,40,955,700,200,800,100,Downsizer,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,100,250000
1440044285,AZ,85140,50000,3,C,9/18/2017,20,956,600,700,700,200,Investor,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,450,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044293,MA,1880,50000,2,C,9/22/2017,0,957,400,100,0,0,Investor,15 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044327,TX,78249,100000,3,C,9/25/2017,40,958,0,700,100,700,Investor,20 YR FIXED CONFORMING,450,-1,30 YR FIXED CONFORMING,300,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044335,TX,78612,100000,4,C,9/20/2017,40,959,700,800,0,500,Upgrader,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044350,MN,55112,50000,3,C,9/25/2017,20,960,900,400,400,700,Downsizer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044368,FL,32456,150000,4,C,8/29/2017,60,961,700,600,100,400,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440044400,NV,89113,100000,4,C,9/19/2017,100,962,100,900,500,100,Upgrader,,,,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044418,AL,35121,50000,3,C,9/6/2017,60,963,800,700,800,900,Investor,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,350,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044434,AL,36830,100000,3,C,9/22/2017,40,964,800,300,500,200,Refinancer,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044442,NC,27615,100000,3,C,9/20/2017,40,965,700,900,200,900,Conservative,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044475,OH,44851,100000,3,C,9/25/2017,60,966,700,500,500,0,Refinancer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044491,KY,42134,50000,4,C,9/11/2017,40,967,900,600,0,0,Conservative,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044640,GA,30084,100000,4,C,9/26/2017,80,968,0,800,900,500,Downsizer,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044657,FL,33544,100000,3,C,9/29/2017,60,969,500,600,200,100,Upgrader,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,200,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044665,OR,97501,100000,4,C,9/26/2017,40,970,100,200,700,600,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044673,NH,3103,100000,3,C,10/2/2017,40,971,500,0,800,0,Investor,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,50,250000
1440044723,PA,17745,150000,3,C,9/29/2017,60,972,800,900,600,800,Upgrader,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440044731,ND,58282,50000,4,C,9/29/2017,60,973,600,700,700,600,Conservative,20 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044749,PA,16033,100000,3,C,9/29/2017,40,974,500,500,600,700,Downsizer,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044772,TX,79762,50000,4,C,9/29/2017,40,975,100,500,0,200,Refinancer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044780,OK,74804,50000,4,C,9/28/2017,60,976,0,400,400,100,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044798,AZ,85756,50000,4,C,9/25/2017,60,977,800,700,200,500,Downsizer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044830,TX,79928,50000,4,C,9/29/2017,60,978,700,100,800,200,Refinancer,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044897,NV,89027,50000,3,C,10/5/2017,40,979,400,200,800,700,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044921,WV,26520,50000,4,C,10/6/2017,60,980,0,700,200,0,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044947,MA,1923,150000,3,C,10/11/2017,20,981,300,200,600,800,Conservative,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,250,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,0,200000
1440044970,CO,80452,100000,3,C,10/10/2017,40,982,100,200,0,800,Downsizer,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440044996,GA,30517,100000,4,C,8/31/2017,80,983,500,0,100,900,Refinancer,30 YR FIXED FHA,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045019,OH,43046,150000,4,C,8/16/2017,60,984,300,500,900,300,Upgrader,30 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440045027,OR,97229,150000,3,C,10/16/2017,20,985,300,600,300,200,Conservative,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,200000,30 YR FIXED FHA,500,200000,30 YR FIXED CONFORMING,500,200000
1440045035,IL,60642,50000,3,C,10/6/2017,40,986,200,100,500,700,Downsizer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,150,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045043,CA,96150,50000,4,C,10/12/2017,20,987,300,800,500,900,Investor,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045050,PA,19063,50000,3,C,10/11/2017,20,988,600,600,800,900,Refinancer,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,250,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045068,MI,48182,100000,3,C,10/11/2017,40,989,900,100,800,900,Downsizer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045100,FL,33190,50000,3,C,10/17/2017,40,990,700,400,900,100,Refinancer,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045126,MN,55110,100000,3,C,10/13/2017,40,991,100,700,200,300,Refinancer,20 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045134,TX,79903,50000,4,C,10/13/2017,60,992,0,300,300,0,Investor,20 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045142,AR,72715,50000,4,C,10/10/2017,60,993,500,300,0,700,Upgrader,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045159,FL,32960,50000,4,C,10/10/2017,40,994,700,500,600,500,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045175,NC,28110,50000,4,C,10/3/2017,60,995,400,700,800,800,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045209,FL,33913,100000,3,C,10/13/2017,60,996,600,200,500,600,Refinancer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045241,IN,46311,150000,4,C,10/13/2017,60,997,0,300,100,300,Upgrader,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1440045274,GA,31523,100000,3,C,9/8/2017,80,998,700,700,400,200,Conservative,30 YR FIXED FHA,0,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045316,MA,2790,100000,3,C,10/23/2017,60,999,700,0,400,400,Refinancer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045324,MI,48103,250000,3,C,10/20/2017,40,1000,300,600,400,900,Downsizer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,450,100000,30 YR FIXED CONFORMING,500,100000
1440045332,GA,30513,50000,4,C,10/13/2017,60,1001,100,900,400,200,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045373,CO,80016,50000,3,C,10/18/2017,0,1002,0,200,900,200,Upgrader,15 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045381,VA,23111,100000,3,C,10/20/2017,40,1003,700,0,600,900,Upgrader,15 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1440045415,NV,89032,100000,4,C,10/18/2017,60,1004,0,100,400,200,Conservative,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,200,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
